"No.","Time","Source","Destination","Protocol","Length","Info"
"22863","55134.429105545","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124465 Ack=306774 Win=65535 Len=0"
"22864","55163.928162150","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22865","55163.928211254","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124465 Ack=307209 Win=65535 Len=0"
"22868","55180.914033999","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22869","55180.915027781","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=307209 Ack=124711 Win=64240 Len=0"
"22870","55181.316994492","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22871","55181.317112137","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124711 Ack=307301 Win=65535 Len=0"
"22879","55191.220881724","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22880","55191.221879578","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=307301 Ack=124957 Win=64240 Len=0"
"22882","55192.490948128","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22883","55192.491057357","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124957 Ack=307393 Win=65535 Len=0"
"22892","55224.254535510","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22893","55224.254591267","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124957 Ack=307828 Win=65535 Len=0"
"22896","55256.130700292","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22897","55256.131862857","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=307828 Ack=125203 Win=64240 Len=0"
"22898","55256.560429935","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22899","55256.560497194","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125203 Ack=307920 Win=65535 Len=0"
"22900","55284.413511039","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22901","55284.413562107","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125203 Ack=308355 Win=65535 Len=0"
"22918","55344.373403634","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22919","55344.373469530","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125203 Ack=308790 Win=65535 Len=0"
"22925","55404.525788223","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22926","55404.525852376","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125203 Ack=309225 Win=65535 Len=0"
"22934","55424.817220893","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22935","55424.818097305","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=309225 Ack=125449 Win=64240 Len=0"
"22937","55425.205491725","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22938","55425.205550517","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125449 Ack=309317 Win=65535 Len=0"
"22949","55438.903308118","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22950","55438.904399172","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=309317 Ack=125695 Win=64240 Len=0"
"22951","55439.285433799","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22952","55439.285504404","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125695 Ack=309409 Win=65535 Len=0"
"22953","55452.885405710","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22954","55452.897567863","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=309409 Ack=125941 Win=64240 Len=0"
"22955","55453.379790086","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22956","55453.379853848","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125941 Ack=309501 Win=65535 Len=0"
"22957","55464.679621966","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22958","55464.679671110","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=125941 Ack=309936 Win=65535 Len=0"
"22959","55521.236190577","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22960","55521.237331386","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=309936 Ack=126187 Win=64240 Len=0"
"22961","55522.558253992","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22962","55522.558320900","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126187 Ack=310028 Win=65535 Len=0"
"22963","55524.830860131","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22964","55524.830912110","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126187 Ack=310463 Win=65535 Len=0"
"22966","55548.302243592","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22967","55548.303407038","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=310463 Ack=126433 Win=64240 Len=0"
"22968","55548.692809582","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22969","55548.692910114","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126433 Ack=310555 Win=65535 Len=0"
"22984","55563.431362462","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22985","55563.432503331","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=310555 Ack=126679 Win=64240 Len=0"
"22987","55564.703891150","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22988","55564.703949952","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126679 Ack=310647 Win=65535 Len=0"
"22989","55584.968672645","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22990","55584.968794267","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126679 Ack=311082 Win=65535 Len=0"
"22991","55602.958506241","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22992","55602.959523522","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=311082 Ack=126925 Win=64240 Len=0"
"22993","55603.350468432","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22994","55603.350552082","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=311174 Win=65535 Len=0"
"22995","55645.106628793","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22996","55645.106687806","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=311609 Win=65535 Len=0"
"23013","55683.031989880","94.23.247.226","192.168.217.128","TLSv1.2","491","Application Data"
"23014","55683.032059573","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=312046 Win=65535 Len=0"
"23017","55686.179105324","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23018","55686.179159367","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=312481 Win=65535 Len=0"
"23023","55706.794427351","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23024","55706.794475373","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=312916 Win=65535 Len=0"
"23025","55757.358580387","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23026","55757.358666932","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=313351 Win=65535 Len=0"
"23029","55765.388903303","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23030","55765.388954311","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=313786 Win=65535 Len=0"
"23047","55825.538057570","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23048","55825.538130099","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=314221 Win=65535 Len=0"
"23057","55843.934360955","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23058","55843.934491424","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=314656 Win=65535 Len=0"
"23060","55844.828028445","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23061","55844.828090263","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=315091 Win=65535 Len=0"
"23081","55886.681096765","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23082","55886.681170897","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=126925 Ack=315526 Win=65535 Len=0"
"23085","55901.108603345","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23086","55901.109421416","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=315526 Ack=127171 Win=64240 Len=0"
"23087","55903.021833421","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23088","55903.021941348","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127171 Ack=315618 Win=65535 Len=0"
"23089","55904.286583339","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23090","55904.287583774","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=315618 Ack=127417 Win=64240 Len=0"
"23091","55904.920975231","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23092","55904.921043983","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127417 Ack=315710 Win=65535 Len=0"
"23093","55945.883832748","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23094","55945.883889867","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127417 Ack=316145 Win=65535 Len=0"
"23113","55990.930884153","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23114","55990.931944783","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=316145 Ack=127663 Win=64240 Len=0"
"23115","55991.327513848","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23116","55991.327600334","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127663 Ack=316237 Win=65535 Len=0"
"23117","56006.050525378","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23118","56006.050602205","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127663 Ack=316672 Win=65535 Len=0"
"23121","56023.656114303","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23122","56023.656157976","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127663 Ack=317107 Win=65535 Len=0"
"23125","56030.292876910","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23126","56030.292935121","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127663 Ack=317542 Win=65535 Len=0"
"23127","56066.111077763","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23128","56066.111144410","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127663 Ack=317977 Win=65535 Len=0"
"23129","56070.882932277","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23130","56070.883905435","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=317977 Ack=127909 Win=64240 Len=0"
"23131","56071.269480136","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23132","56071.269576691","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=127909 Ack=318069 Win=65535 Len=0"
"23133","56075.996205735","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23134","56076.008209996","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=318069 Ack=128155 Win=64240 Len=0"
"23136","56076.395392880","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23137","56076.395487932","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=128155 Ack=318161 Win=65535 Len=0"
"23138","56080.741630523","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23139","56080.742797903","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=318161 Ack=128401 Win=64240 Len=0"
"23140","56081.146738787","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23141","56081.146896780","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=128401 Ack=318253 Win=65535 Len=0"
"23158","56113.948912881","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23159","56113.949876065","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=318253 Ack=128647 Win=64240 Len=0"
"23160","56115.159555734","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23161","56115.159659773","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=128647 Ack=318345 Win=65535 Len=0"
"23162","56120.485325300","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23163","56120.486172852","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=318345 Ack=128893 Win=64240 Len=0"
"23164","56120.871895898","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23165","56120.871961844","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=128893 Ack=318437 Win=65535 Len=0"
"23166","56126.251250023","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23167","56126.251342219","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=128893 Ack=318872 Win=65535 Len=0"
"23168","56127.613500823","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23169","56127.614394431","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=318872 Ack=129139 Win=64240 Len=0"
"23170","56128.037967236","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23171","56128.038058851","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129139 Ack=318964 Win=65535 Len=0"
"23172","56186.390060882","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23173","56186.390110658","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129139 Ack=319399 Win=65535 Len=0"
"23193","56243.827337626","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23194","56243.828392856","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=319399 Ack=129385 Win=64240 Len=0"
"23195","56244.252147332","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23196","56244.252224259","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129385 Ack=319491 Win=65535 Len=0"
"23197","56246.700158591","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23198","56246.700206303","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129385 Ack=319926 Win=65535 Len=0"
"23199","56277.433653885","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23200","56277.434540707","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=319926 Ack=129631 Win=64240 Len=0"
"23201","56277.823950309","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23202","56277.824038688","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129631 Ack=320018 Win=65535 Len=0"
"23203","56290.363284092","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23204","56290.363409241","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129631 Ack=320453 Win=65535 Len=0"
"23205","56298.591831160","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23206","56298.592940223","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=320453 Ack=129877 Win=64240 Len=0"
"23207","56298.999961041","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23208","56299.000024934","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129877 Ack=320545 Win=65535 Len=0"
"23209","56306.672822059","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23210","56306.672869039","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=129877 Ack=320980 Win=65535 Len=0"
"23211","56310.918952149","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23212","56310.920055309","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=320980 Ack=130123 Win=64240 Len=0"
"23213","56311.330183597","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23214","56311.330300701","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=130123 Ack=321072 Win=65535 Len=0"
"23218","56326.950154076","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"23221","56326.963066825","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=321072 Ack=130369 Win=64240 Len=0"
"23222","56327.362965207","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"23223","56327.363029069","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=130369 Ack=321164 Win=65535 Len=0"
"23237","56366.817759976","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"23238","56366.817811034","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=130369 Ack=321599 Win=65535 Len=0"
"23239","56410.982130769","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
